	OG	TSG
ENSG00000267893	-1.7240436326285364	-0.19643289363268995
RP11-80A15.1	-1.7240436326285364	-0.19643289363268995
RPL38	-1.7240436326285364	-0.19643289363268995
AL118506.1	-1.7240436326285364	-0.19643289363268995
RPL23AP82	-1.7240436326285364	-0.19643289363268995
ENSG00000188985	-1.3263941763837241	-0.30847358040481576
Q4G0P5_HUMAN	-1.3263941763837241	-0.30847358040481576
CCDC90B_ENST00000455220	-1.3263941763837241	-0.30847358040481576
Q8N867_HUMAN	-1.3263941763837241	-0.30847358040481576
CHRD_ENST00000310236	-1.3263941763837241	-0.30847358040481576
PPP4R1	-1.3263941763837241	-0.30847358040481576
NCRNA00269	-1.3263941763837241	-0.30847358040481576
SENP1	-1.3263941763837241	-0.30847358040481576
LOC401611	-1.3263941763837241	-0.30847358040481576
RABL6_ENST00000436380	-1.3263941763837241	-0.30847358040481576
SAR1A_ENST00000373236	-1.3263941763837241	-0.30847358040481576
ENSG00000198251	-1.3263941763837241	-0.30847358040481576
ENSG00000269783	-1.3263941763837241	-0.30847358040481576
SCIMP	-1.3263941763837241	-0.30847358040481576
DYNLRB1_ENST00000417166	-1.3263941763837241	-0.30847358040481576
IFI44_ENST00000446486	-1.2961552467599222	-0.31962915935540287
ENSG00000269305	-1.2961552467599222	-0.31962915935540287
ENSG00000269647	-1.2961552467599222	-0.31962915935540287
ENSG00000214841	-1.2961552467599222	-0.31962915935540287
Q9P2A3_HUMAN	-1.2961552467599222	-0.31962915935540287
CD99_ENST00000381180	-1.2961552467599222	-0.31962915935540287
Q86TT0_HUMAN	-1.2961552467599222	-0.31962915935540287
RP11-366L20.2	-1.2961552467599222	-0.31962915935540287
WDR3_ENST00000369441	-1.2961552467599222	-0.31962915935540287
Q6ZQU9_HUMAN	-1.2961552467599222	-0.31962915935540287
ENSG00000126217	-1.2116561540541089	-0.35340006581864297
SSX2_ENST00000336777	-1.2116561540541089	-0.35340006581864297
ENSG00000237276_ENST00000442385	-1.2116561540541089	-0.35340006581864297
LOC441485	-1.2116561540541089	-0.35340006581864297
LCN2_ENST00000372998	-1.2116561540541089	-0.35340006581864297
ENSG00000256530	-1.2116561540541089	-0.35340006581864297
DEFB4A	-1.2116561540541089	-0.35340006581864297
DGAT2L7P	-1.2116561540541089	-0.35340006581864297
LOC401613	-1.2116561540541089	-0.35340006581864297
ENSG00000269529	-1.2116561540541089	-0.35340006581864297
EBPL_ENST00000378274	-1.2116561540541089	-0.35340006581864297
Q86X61_HUMAN	-1.2116561540541089	-0.35340006581864297
WI2-3308P17.2_ENST00000436041	-1.2116561540541089	-0.35340006581864297
PRCD	-1.2116561540541089	-0.35340006581864297
PNCK_ENST00000438984	-1.2116561540541089	-0.35340006581864297
ENSG00000268012	-1.2116561540541089	-0.35340006581864297
LOC392549	-1.2116561540541089	-0.35340006581864297
PRY2	-1.2116561540541089	-0.35340006581864297
Q8N8S3_HUMAN	-1.2116561540541089	-0.35340006581864297
ZNF114_ENST00000601320	-1.2116561540541089	-0.35340006581864297
Q9P1G6_HUMAN	-1.2116561540541089	-0.35340006581864297
C1orf196	-1.2116561540541089	-0.35340006581864297
ENSG00000235471	-1.2116561540541089	-0.35340006581864297
C6orf223_ENST00000439969	-1.2116561540541089	-0.35340006581864297
Q9H2C7_HUMAN	-1.2116561540541089	-0.35340006581864297
NOL3	-1.2116561540541089	-0.35340006581864297
Q9NYS9_HUMAN	-1.2116561540541089	-0.35340006581864297
ENSG00000214645	-1.2116561540541089	-0.35340006581864297
TSTD1_ENST00000423014	-1.2116561540541089	-0.35340006581864297
ASTN2_ENST00000417725	-1.2116561540541089	-0.35340006581864297
ENSG00000215621	-1.2116561540541089	-0.35340006581864297
KCNH8_ENST00000537696	-1.2116561540541089	-0.35340006581864297
Q4G129_HUMAN	-1.2116561540541089	-0.35340006581864297
HNRNPA1P16	-1.2116561540541089	-0.35340006581864297
TRBV25OR9-2_ENST00000438417	-1.2116561540541089	-0.35340006581864297
ENSG00000229450	-1.2116561540541089	-0.35340006581864297
ENSG00000186218	-1.2116561540541089	-0.35340006581864297
ENSG00000269302	-1.2116561540541089	-0.35340006581864297
NRP1_ENST00000418675	-1.2116561540541089	-0.35340006581864297
SNRPEL1	-1.2116561540541089	-0.35340006581864297
ENSG00000269554	-1.2116561540541089	-0.35340006581864297
ENSG00000186773	-1.2116561540541089	-0.35340006581864297
SUGT1P3	-1.2116561540541089	-0.35340006581864297
ENSG00000102445	-1.2116561540541089	-0.35340006581864297
TRDN_ENST00000422596	-1.2116561540541089	-0.35340006581864297
ENSG00000268162	-1.2116561540541089	-0.35340006581864297
CT47A12	-1.2116561540541089	-0.35340006581864297
RP11-383H13.1	-1.2116561540541089	-0.35340006581864297
GINM1	-1.2116561540541089	-0.35340006581864297
ENSG00000268324	-1.2116561540541089	-0.35340006581864297
AEBP2	-1.2116561540541089	-0.35340006581864297
LOC402414	-1.2116561540541089	-0.35340006581864297
PXDC1	-1.2116561540541089	-0.35340006581864297
CCDC36_ENST00000451634	-1.2116561540541089	-0.35340006581864297
ENSG00000269113	-1.2116561540541089	-0.35340006581864297
TOMM7	-1.2116561540541089	-0.35340006581864297
ETV4	-1.2116561540541089	-0.35340006581864297
Q9BSY8_HUMAN	-1.2116561540541089	-0.35340006581864297
ATP5E	-1.2116561540541089	-0.35340006581864297
CT47A1	-1.2116561540541089	-0.35340006581864297
ENSG00000182065	-1.2116561540541089	-0.35340006581864297
ZNF525_ENST00000491101	-1.2116561540541089	-0.35340006581864297
WISP2	-1.2116561540541089	-0.35340006581864297
SLC6A8_ENST00000429147	-1.2116561540541089	-0.35340006581864297
LOC139542	-1.2116561540541089	-0.35340006581864297
KIAA1549	-1.2116561540541089	-0.35340006581864297
SDIM1	-1.2116561540541089	-0.35340006581864297
Q8WTY6_HUMAN	-1.2116561540541089	-0.35340006581864297
HSBP1L1	-1.2116561540541089	-0.35340006581864297
ENSG00000215504	-1.2116561540541089	-0.35340006581864297
SMC1A_ENST00000428014	-1.2116561540541089	-0.35340006581864297
RNF34	-1.2116561540541089	-0.35340006581864297
ENSG00000214117	-1.2116561540541089	-0.35340006581864297
PXDC1_ENST00000380277	-1.2116561540541089	-0.35340006581864297
ENSG00000238035_ENST00000456544	-1.2116561540541089	-0.35340006581864297
Q6ZRU5_HUMAN	-1.2116561540541089	-0.35340006581864297
PROK2_ENST00000295619	-1.2116561540541089	-0.35340006581864297
C1orf86_ENST00000400919	-1.2116561540541089	-0.35340006581864297
