	OG	TSG
ZNF507	-3.1223131603519905	-0.04505504944955594
CYP20A1	-3.1223131603519905	-0.04505504944955594
B4GALT6	-3.1223131603519905	-0.04505504944955594
FAM151A	-3.1223131603519905	-0.04505504944955594
IRF2BP2	-3.1223131603519905	-0.04505504944955594
RBM44	-3.1223131603519905	-0.04505504944955594
ZDHHC23	-3.1223131603519905	-0.04505504944955594
ESCO1	-3.1223131603519905	-0.04505504944955594
NUP35	-3.1223131603519905	-0.04505504944955594
DBT	-3.1223131603519905	-0.04505504944955594
ABCB11	-3.1223131603519905	-0.04505504944955594
CCDC111	-3.1223131603519905	-0.04505504944955594
SLC25A40	-3.1223131603519905	-0.04505504944955594
ATP8B2_ENST00000368487	-3.1223131603519905	-0.04505504944955594
METTL12	-3.1223131603519905	-0.04505504944955594
NAA15	-3.1223131603519905	-0.04505504944955594
KLK11_ENST00000391804	-3.1223131603519905	-0.04505504944955594
TULP4	-3.1223131603519905	-0.04505504944955594
IGFBP4	-3.1223131603519905	-0.04505504944955594
ABLIM1_ENST00000392952	-3.1223131603519905	-0.04505504944955594
RARB	-3.1223131603519905	-0.04505504944955594
MBNL1	-3.1223131603519905	-0.04505504944955594
RNF115	-3.1223131603519905	-0.04505504944955594
TEAD2	-3.1223131603519905	-0.04505504944955594
FAM69C_ENST00000343998	-3.1223131603519905	-0.04505504944955594
RPL12	-3.1223131603519905	-0.04505504944955594
PHTF1	-3.1223131603519905	-0.04505504944955594
MTMR1	-3.1223131603519905	-0.04505504944955594
FOXN1	-3.1223131603519905	-0.04505504944955594
ZNF148	-3.1223131603519905	-0.04505504944955594
BMF	-3.1223131603519905	-0.04505504944955594
E2F7	-3.1223131603519905	-0.04505504944955594
TLE3_ENST00000558939	-3.1223131603519905	-0.04505504944955594
SOX10	-3.1223131603519905	-0.04505504944955594
NR5A1_ENST00000373587	-3.1223131603519905	-0.04505504944955594
RFC4	-3.1223131603519905	-0.04505504944955594
ZNF133	-3.1223131603519905	-0.04505504944955594
ITCH	-3.1223131603519905	-0.04505504944955594
TEX11	-3.1223131603519905	-0.04505504944955594
ATL1	-3.1223131603519905	-0.04505504944955594
APRT_ENST00000378364	-3.1223131603519905	-0.04505504944955594
E2F7_ENST00000322886	-3.1223131603519905	-0.04505504944955594
GCM1	-3.1223131603519905	-0.04505504944955594
