	OG	TSG
LOC51123	-1.162038082684305	-0.3751996440962586
ZNF706	-1.162038082684305	-0.3751996440962586
MZT1	-0.9835483929026839	-0.4683756872355422
DSC2	-0.943440981714634	-0.4931265178690763
ZNF415_ENST00000500065	-0.943440981714634	-0.4931265178690763
PRKAA2	-0.943440981714634	-0.4931265178690763
C8orf34_ENST00000523686	-0.943440981714634	-0.4931265178690763
C9orf150	-0.943440981714634	-0.4931265178690763
OR56B1	-0.943440981714634	-0.4931265178690763
USH1C	-0.943440981714634	-0.4931265178690763
AMACR	-0.943440981714634	-0.4931265178690763
ZNF432	-0.943440981714634	-0.4931265178690763
EDN1	-0.943440981714634	-0.4931265178690763
CD200	-0.943440981714634	-0.4931265178690763
ZNF468	-0.943440981714634	-0.4931265178690763
IRAK3	-0.943440981714634	-0.4931265178690763
CCDC155	-0.943440981714634	-0.4931265178690763
TMSB4X	-0.9379020242519205	-0.496673281201174
SRSF5_ENST00000451983	-0.9379020242519205	-0.496673281201174
FAM86B2	-0.9371071851844692	-0.49718489199137916
FAM86B2_ENST00000393715	-0.9371071851844692	-0.49718489199137916
TIMM17A	-0.9371071851844692	-0.49718489199137916
KLHL4	-0.8987853986091822	-0.5226684402941333
BEX1_ENST00000372728	-0.8987853986091822	-0.5226684402941333
AKR1C3	-0.8987853986091822	-0.5226684402941333
MICALCL	-0.8886800717614086	-0.5296655640835971
RFX3_ENST00000381984	-0.8688437239482475	-0.5437556700276089
Q9P1M5_HUMAN	-0.8688437239482475	-0.5437556700276089
C21orf37	-0.8688437239482475	-0.5437556700276089
BEST2	-0.868616713954953	-0.5439197085858174
CLYBL	-0.8456319107222255	-0.5608670740650259
YSK4	-0.8456319107222255	-0.5608670740650259
ENPP2	-0.8456319107222255	-0.5608670740650259
DHDH	-0.8456319107222255	-0.5608670740650259
P2RY13	-0.8456319107222255	-0.5608670740650259
FBXO15	-0.8456319107222255	-0.5608670740650259
CLDN25	-0.8454986749622329	-0.5609673045202942
COL3A1_ENST00000317840	-0.8448148939209787	-0.5614820670366537
MTMR8_ENST00000453546	-0.8448148939209787	-0.5614820670366537
FXYD5	-0.8366964131073911	-0.5676412875784196
C1orf55	-0.8366964131073911	-0.5676412875784196
ACTN4	-0.8366964131073911	-0.5676412875784196
KIAA1529	-0.8366964131073911	-0.5676412875784196
DHX35	-0.8366964131073911	-0.5676412875784196
HTR6	-0.8366964131073911	-0.5676412875784196
C15orf32	-0.8366964131073911	-0.5676412875784196
ZNF688_ENST00000395219	-0.8366964131073911	-0.5676412875784196
SLC9A1	-0.8366964131073911	-0.5676412875784196
MYO7B_ENST00000428314	-0.8366964131073911	-0.5676412875784196
SCIN	-0.8366964131073911	-0.5676412875784196
PKD2L1	-0.8366964131073911	-0.5676412875784196
PDE6G	-0.8366964131073911	-0.5676412875784196
FGL2	-0.8366964131073911	-0.5676412875784196
