	OG	TSG
MLL4	-2.5649493574615367	-0.08004270767353637
HIVEP3	-2.5649493574615367	-0.08004270767353637
WDFY3	-2.5649493574615367	-0.08004270767353637
SLC4A3	-2.5649493574615367	-0.08004270767353637
PER3	-2.5649493574615367	-0.08004270767353637
HMMR	-2.5649493574615367	-0.08004270767353637
MEGF8	-2.5649493574615367	-0.08004270767353637
RDBP	-2.5649493574615367	-0.08004270767353637
BPTF	-2.5649493574615367	-0.08004270767353637
ZC3H18	-2.5649493574615367	-0.08004270767353637
ACIN1	-2.5649493574615367	-0.08004270767353637
DOCK8_ENST00000453981	-2.5649493574615367	-0.08004270767353637
SHROOM2	-2.5649493574615367	-0.08004270767353637
CLIP1	-2.5649493574615367	-0.08004270767353637
TCF20	-2.5649493574615367	-0.08004270767353637
PREP	-2.5649493574615367	-0.08004270767353637
VPS13B_ENST00000357162	-2.5649493574615367	-0.08004270767353637
PRDM2	-2.5649493574615367	-0.08004270767353637
IWS1	-2.5649493574615367	-0.08004270767353637
SYTL2_ENST00000316356	-2.5649493574615367	-0.08004270767353637
SSH2	-2.5649493574615367	-0.08004270767353637
WDR64_ENST00000366552	-2.5649493574615367	-0.08004270767353637
BPTF_ENST00000335221	-2.5649493574615367	-0.08004270767353637
ABL2	-2.5649493574615367	-0.08004270767353637
CASP8AP2	-2.5649493574615367	-0.08004270767353637
ENSG00000121031	-2.5649493574615367	-0.08004270767353637
SMPD1_ENST00000342245	-2.5649493574615367	-0.08004270767353637
PKD1L2_ENST00000525539	-2.5649493574615367	-0.08004270767353637
MEGF8_ENST00000334370	-2.5649493574615367	-0.08004270767353637
CENPF	-2.5649493574615367	-0.08004270767353637
VPS13B	-2.5649493574615367	-0.08004270767353637
MAP3K4_ENST00000392142	-2.520497594890703	-0.08383777864208804
TMPRSS6	-2.520497594890703	-0.08383777864208804
FNIP1	-2.477937980471907	-0.08764730705875566
PRDM10	-2.4014440724670583	-0.09495599152425403
HSP90AA1	-2.4014440724670583	-0.09495599152425403
ANKRD55	-2.4014440724670583	-0.09495599152425403
C19orf29	-2.4014440724670583	-0.09495599152425403
ERCC6	-2.1992509204814517	-0.11753003122745637
DYRK3_ENST00000367109	-2.152628198991168	-0.12350006497068376
PCDHGA8	-2.1129642337184795	-0.12883287184296843
COL18A1	-2.1129642337184795	-0.12883287184296843
ZNF717	-2.1129642337184795	-0.12883287184296843
IGSF3_ENST00000369483	-2.1129642337184795	-0.12883287184296843
PDE4DIP	-2.1129642337184795	-0.12883287184296843
IGSF3	-2.1129642337184795	-0.12883287184296843
MUC12_ENST00000379442	-2.1129642337184795	-0.12883287184296843
DNAH17	-2.1129642337184795	-0.12883287184296843
NCOR2_ENST00000405201	-2.1129642337184795	-0.12883287184296843
DCP1B	-2.1129642337184795	-0.12883287184296843
ZNF365	-2.1129642337184795	-0.12883287184296843
OTOGL_ENST00000458043	-2.1129642337184795	-0.12883287184296843
PCDHA2_ENST00000526136	-2.1129642337184795	-0.12883287184296843
MAP1S	-2.1129642337184795	-0.12883287184296843
FIP1L1_ENST00000337488	-2.1129642337184795	-0.12883287184296843
CROCC	-2.1129642337184795	-0.12883287184296843
HLA-A_ENST00000376806	-2.1129642337184795	-0.12883287184296843
MUC12	-2.1129642337184795	-0.12883287184296843
FRG2C	-2.1129642337184795	-0.12883287184296843
GOLGA6L2	-2.1129642337184795	-0.12883287184296843
CELA1	-2.1129642337184795	-0.12883287184296843
HLA-B	-2.0567245153956035	-0.13681922347561837
GOLGA6L2_ENST00000567107	-2.05127066471314	-0.13762137787604772
GIGYF1	-2.05127066471314	-0.13762137787604772
Q13209_HUMAN	-2.05127066471314	-0.13762137787604772
BRSK1_ENST00000309383	-2.0244388518976346	-0.1416418301355495
CPN1	-2.0244388518976346	-0.1416418301355495
RUNX1_ENST00000486278	-2.0244388518976346	-0.1416418301355495
HPSE2	-2.0244388518976346	-0.1416418301355495
TAOK2	-2.005870770720876	-0.14449769011175645
PCDHGB4	-2.005870770720876	-0.14449769011175645
GIGYF2_ENST00000409451	-2.005870770720876	-0.14449769011175645
PCDHA8_ENST00000531613	-2.005870770720876	-0.14449769011175645
ACCN1	-2.005870770720876	-0.14449769011175645
ZIM2	-2.005870770720876	-0.14449769011175645
PCQAP	-2.005870770720876	-0.14449769011175645
ARMCX3	-2.005870770720876	-0.14449769011175645
PTPN14	-2.005870770720876	-0.14449769011175645
PCDHA8	-2.005870770720876	-0.14449769011175645
PCDHG_cluster	-2.005870770720876	-0.14449769011175645
CBX4	-2.005870770720876	-0.14449769011175645
GIGYF2	-2.005870770720876	-0.14449769011175645
PSG1_ENST00000449000	-2.005870770720876	-0.14449769011175645
PCDHGB1	-2.005870770720876	-0.14449769011175645
FPGT	-2.005870770720876	-0.14449769011175645
ENSG00000174450	-2.005870770720876	-0.14449769011175645
PCDHA10	-2.005870770720876	-0.14449769011175645
KCNAB1	-1.967509260858775	-0.15059575251433457
MED15	-1.950271874284469	-0.15342557166162937
PDE4D_ENST00000502484	-1.919740404404054	-0.15857966986430075
RIN2	-1.8718021769015913	-0.1670540846631662
